nombre de noeuds,nombre d'aretes,degre moyen,degre minimal,degre maximal,distance moyenne,dynamique de propagation,proportion propagation,nombre de honeypots,nombre de smart honeypots,probabilite I -> S,probabilite S -> R,degre du noeud source,nombre inf 5,nombre res 5,epidemic peak,time to extinction
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.21524535514967202,0.014820891864512017,5,13,7,72,214
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.21441831571762077,0.010251404943587287,5,11,1,80,292
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2112136602136408,0.01263060200035588,4,9,4,72,302
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2030770626011763,0.08192258692770006,8,12,19,31,33
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.27227539889951685,0.07244363191524024,8,4,33,21,27
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.06800655268304703,0.023449526818431172,7,8,9,72,416
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.24942012910199607,0.05828112049428298,5,7,15,23,31
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.19676689081210874,0.06049285991030762,5,7,20,41,55
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.0801890895143706,0.0033781027679608278,5,7,2,83,2662
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.14178201867676934,0.07383202686044399,5,9,18,41,88
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.219966712337016,0.08330116967553387,10,13,26,24,35
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.08866594761258366,0.012948150784936899,10,11,4,76,722
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.1740527525572684,0.032723432116928235,6,0,2,0,1
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.13667619912107434,0.06985645024697076,7,6,17,44,78
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2951375679659652,0.05441560686820667,6,4,10,33,48
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.26273360336347684,0.03468363521303068,4,12,11,59,74
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.1914383819796341,0.03262069084967129,5,10,9,63,125
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.20239112015332825,0.08023922780215585,4,12,23,38,43
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2621347245719285,0.05626017434220273,5,2,17,35,38
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.20766741887600956,0.013563447698120984,4,0,0,0,1
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.1713916704834861,0.043113464153821474,5,13,12,62,91
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.20977934976510176,0.0610338861692177,5,9,13,43,66
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.20757337456246222,0.058950453575934925,8,2,16,17,35
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.17669902821949365,0.07592816205742792,6,10,22,36,44
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.18438185478816785,0.017860644221176572,5,8,4,66,178
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.151013452862068,0.027119992009503588,5,10,8,53,129
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2099510318242605,0.025266238162971234,5,12,7,61,138
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.20002158389570165,0.05278030014971483,4,5,15,47,55
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.14392682127735623,0.01892079164812905,6,11,3,73,307
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.11336550210152024,0.01185273267845843,6,11,3,72,489
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2088324657783162,0.06770586391250495,6,8,18,17,32
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.25847024274604574,0.03318473036001443,9,7,19,32,60
