nombre de noeuds,degre moyen,distance moyenne,dynamique de propagation,proportion propagation,nombre de honeypots,nombre de smart honeypots,probabilite I -> S,probabilite S -> R,degre du noeud source,epidemic peak,time to extinction
52,15.403846153846153,3.416289592760181,1,0,4,1,0.2997645065028242,0.156774392484852,5,9,24
60,17.466666666666665,3.5361581920903955,1,0,7,5,0.11827711180141509,0.12294193797532511,4,7,47
39,12.064102564102564,2.979757085020243,1,0,9,9,0.07654058028261339,0.07699089044557306,3,1,86
100,27.58,4.302222222222222,1,0,10,3,0.21919425036677617,0.12784734828892272,5,7,31
116,31.586206896551722,4.7266866566716645,1,0,33,13,0.10187577081741528,0.11841373380905507,7,18,62
39,12.166666666666666,2.950067476383266,1,0,6,1,0.21517888859724746,0.02973427327402598,5,29,191
49,14.693877551020408,3.2874149659863945,1,0,9,1,0.05599549050713851,0.08279033409731351,7,30,156
77,21.83116883116883,3.873205741626794,1,0,5,0,0.08249606148425252,0.09928418357148512,4,20,115
34,10.779411764705882,2.800356506238859,1,0,4,1,0.035184689089503486,0.174009461461298,4,3,24
42,12.916666666666666,2.9523809523809526,1,0,12,3,0.036449399786435986,0.10766280148358597,5,3,44
32,10.3125,2.691532258064516,1,0,8,1,0.2880668105932412,0.1214479230430964,4,1,20
110,30.05,4.700250208507089,1,0,30,27,0.25358004409491636,0.00510188775814342,5,84,929
30,9.816666666666666,2.579310344827586,1,0,8,1,0.03730073107986535,0.07738051875592084,3,19,91
53,15.716981132075471,3.351233671988389,1,0,9,5,0.04654768328364022,0.18321328224942468,4,14,84
107,29.313084112149532,4.56991712220067,1,0,2,2,0.2891726535827951,0.17617548772149005,5,7,34
97,26.835051546391753,4.233676975945017,1,0,9,2,0.02437189614884018,0.014853531325344416,6,79,1882
116,31.586206896551722,4.8046476761619195,1,0,2,1,0.20042919338659215,0.019147973649575302,7,66,523
117,31.863247863247864,4.648393751842027,1,0,25,8,0.1350657996212703,0.12492617781561122,4,1,34
63,18.261904761904763,3.485407066052227,1,0,7,0,0.1416201568829117,0.051556339642391924,6,37,117
106,29.07075471698113,4.462713387241689,1,0,15,6,0.02987049841993889,0.06952492319400727,6,37,133
114,31.07456140350877,4.780779382083527,1,0,4,1,0.11179050339560288,0.1488673712018199,4,12,51
58,17.025862068965516,3.3575317604355717,1,0,6,0,0.037390988707323394,0.08646616725174464,6,34,256
115,31.33478260869565,4.673226544622426,1,0,16,10,0.05267241796370069,0.06346669314487845,4,50,116
73,20.78082191780822,3.8318112633181127,1,0,7,0,0.22632561862430617,0.12048391919279877,6,7,28
44,13.386363636363637,3.2019027484143763,1,0,3,0,0.02654626729614195,0.052098447315477636,4,33,763
110,30.104545454545455,4.439866555462886,1,0,6,2,0.13502833440407117,0.05656866177248104,7,58,151
54,15.99074074074074,3.307477288609364,1,0,5,3,0.08944797791963091,0.014582240912549694,7,46,690
59,17.24576271186441,3.4476914085330215,1,0,2,0,0.02491650861934122,0.08824973017897267,4,24,377
37,11.675675675675675,2.7522522522522523,1,0,6,6,0.23879882667447322,0.1888561564681331,5,8,23
50,14.97,3.183673469387755,1,0,11,2,0.26452954044841637,0.09289580160549465,4,12,50
97,26.783505154639176,4.559278350515464,1,0,17,2,0.06943385402882189,0.13367061634979113,5,13,38
63,18.261904761904763,3.6287762416794673,1,0,6,2,0.2037278443328872,0.060445935301163316,6,17,90
60,17.45,3.615819209039548,1,0,0,0,0.15392324149977452,0.10285220083843694,6,27,133
73,20.73972602739726,3.9296042617960425,1,0,9,1,0.26737129892365197,0.09286427692679969,6,14,67
109,29.825688073394495,4.604145429833503,1,0,7,0,0.20588626639683863,0.07734051322871544,4,19,83
94,26.069148936170212,4.190345458705102,1,0,24,11,0.20757755801729857,0.15304746202748298,5,2,38
115,31.33478260869565,4.634477498093059,1,0,17,12,0.16080933565599534,0.11425640252733008,3,23,54
78,22.07051282051282,3.7815517815517814,1,0,0,0,0.22297173235990983,0.14464426163909616,3,6,43
48,14.458333333333334,3.225177304964539,1,0,3,2,0.023194621222193058,0.04915750716256731,4,37,929
33,10.666666666666666,2.553030303030303,1,0,9,7,0.2627348080397874,0.03656497400700931,6,15,120
61,17.721311475409838,3.6748633879781423,1,0,15,4,0.29754067110700144,0.08337651883235653,4,3,39
79,22.259493670886076,4.098993833171049,1,0,14,7,0.2854847436565983,0.16198371830204963,4,7,29
41,12.682926829268293,2.921951219512195,1,0,1,1,0.24300970912028227,0.1860528819012377,6,11,38
42,12.988095238095237,2.8641114982578397,1,0,3,2,0.22631045679199718,0.08253516119610865,6,22,108
95,26.310526315789474,4.183202687569989,1,0,5,5,0.1698523078812919,0.08007658723940525,7,28,84
68,19.529411764705884,3.6553994732221247,1,0,11,7,0.15499958995447183,0.005186063314718204,4,60,1667
81,22.80246913580247,4.044444444444444,1,0,23,10,0.26419050522184295,0.05766569208737913,5,2,91
87,24.316091954022987,4.22935044105854,1,0,16,11,0.2267866976297378,0.13383891514026086,5,4,38
116,31.603448275862068,4.600899550224888,1,0,28,24,0.24413273267822902,0.09886290278808213,5,1,57
43,13.174418604651162,3.026578073089701,1,0,2,2,0.22788701000756637,0.029319502578515635,7,31,249
115,31.35217391304348,4.497025171624714,1,0,17,11,0.051843049596583445,0.00479513051430136,6,106,2550
78,22.057692307692307,3.9254079254079253,1,0,11,10,0.17668281721619516,0.11202005907756557,5,15,50
80,22.5375,3.938607594936709,1,0,19,12,0.2410783767774663,0.013330489602893292,5,46,441
33,10.666666666666666,2.647727272727273,1,0,0,0,0.12949843809123762,0.060370120306643286,5,26,434
110,30.05,4.730442035029191,1,0,10,0,0.07644697038323507,0.06573374403227009,6,64,204
72,20.52777777777778,3.7492175273865413,1,0,6,5,0.08733644124459547,0.10003304238724187,6,10,74
73,20.80821917808219,3.6560121765601217,1,0,5,4,0.1603042686098768,0.1857824388798781,5,26,49
61,17.737704918032787,3.3994535519125684,1,0,10,9,0.09033714087041643,0.1874246297073852,7,7,17
35,11.157142857142857,2.7092436974789917,1,0,7,4,0.2824040875706038,0.13201992571173285,7,2,27
37,11.702702702702704,2.75975975975976,1,0,10,5,0.02641846500487202,0.07033135003787226,5,21,130
32,10.3125,2.747983870967742,1,0,5,0,0.0987801276790615,0.18465686230767786,3,10,29
107,29.322429906542055,4.55898430611885,1,0,7,5,0.2914287659896885,0.0021342699348465334,6,81,2591
76,21.55263157894737,3.8456140350877193,1,0,2,1,0.1649669782458447,0.12098053139818428,9,15,71
95,26.321052631578947,4.24501679731243,1,0,8,6,0.2657383968330968,0.09484174017630174,4,25,51
36,11.416666666666666,2.8,1,0,0,0,0.20788171298392236,0.06806934314558359,6,25,117
113,30.82300884955752,4.814317319848294,1,0,23,9,0.2991468896600619,0.028964066243845156,7,43,153
106,29.080188679245282,4.488230008984726,1,0,19,2,0.07488882439172227,0.02924096826316838,6,71,378
107,29.313084112149532,4.540292717333804,1,0,29,20,0.18148874592870806,0.06914468982158417,7,8,66
97,26.783505154639176,4.490335051546392,1,0,3,3,0.04434392506571022,0.0681403922430969,7,61,466
98,27.0765306122449,4.322953923837576,1,0,15,2,0.25503357128738074,0.11681000850629285,7,12,36
112,30.553571428571427,4.593146718146718,1,0,11,3,0.26753785932189256,0.14721622643055304,4,11,30
81,22.74074074074074,4.203395061728395,1,0,21,3,0.11031259000020642,0.01199873983386135,4,66,520
103,28.28640776699029,4.605939463163907,1,0,10,9,0.23537031851712797,0.08498455796917526,8,14,44
52,15.5,3.2171945701357467,1,0,2,0,0.12987783636812575,0.1234548370253009,6,12,40
87,24.316091954022987,4.071638599304999,1,0,10,8,0.27063094203558563,0.18117268448584103,4,5,24
47,14.202127659574469,3.0545790934320074,1,0,3,2,0.15503134621730877,0.06399139770912046,6,25,116
88,24.556818181818183,4.098484848484849,1,0,6,5,0.02875528716153483,0.15679635824536922,9,17,119
93,25.817204301075268,4.188873305282843,1,0,24,4,0.2709625403028713,0.11837368728114801,7,5,39
68,19.485294117647058,3.8081650570676033,1,0,4,0,0.03420289487669555,0.1815671893639943,7,14,217
92,25.554347826086957,4.263736263736264,1,0,21,0,0.11783375438343603,0.11214009954003246,4,12,43
98,27.056122448979593,4.451504313065432,1,0,24,23,0.2873002200737827,0.026661970650394686,6,41,193
112,30.589285714285715,4.568854568854569,1,0,5,4,0.2071603445391341,0.06533026938341124,6,36,89
89,24.808988764044944,4.152196118488253,1,0,15,14,0.2827386563124283,0.024609907092806194,6,46,323
90,25.072222222222223,4.161548064918851,1,0,9,6,0.11052585856971972,0.07787789522451341,4,15,93
49,14.714285714285714,3.2244897959183674,1,0,10,5,0.10495940676322058,0.09082145790841573,5,21,64
101,27.84158415841584,4.267524752475247,1,0,15,13,0.2187843912418333,0.16629511767954527,8,3,25
