nombre de noeuds,nombre d'aretes,degre moyen,degre minimal,degre maximal,distance moyenne,dynamique de propagation,proportion propagation,nombre de honeypots,nombre de smart honeypots,probabilite I -> S,probabilite S -> R,degre du noeud source,nombre inf 5,nombre res 5,epidemic peak,time to extinction
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,14,0,0.16127527034889322,0.09117599534659716,7,3,24,12,23
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,14,0,0.026450035492371016,0.018628958431574895,5,12,5,76,988
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,14,0,0.021038690813595953,0.021389805657648617,6,6,11,69,1314
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,14,0,0.064978344573806,0.09096112239938844,4,13,27,32,90
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,14,0,0.23681413350229322,0.07810786638211703,4,9,20,37,35
87,245,5.632183908045977,4,10,3.9730018711574444,2,0.33202697417597227,14,0,0.23235797611497763,0.08754075165117137,5,13,29,25,20
87,245,5.632183908045977,4,10,3.9730018711574444,2,0.3925717861176623,14,0,0.2691036049101175,0.0033676551722923768,7,40,1,84,873
87,245,5.632183908045977,4,10,3.9730018711574444,2,0.630996371244761,14,0,0.056075653144107625,0.06682858608293155,5,42,14,70,211
87,245,5.632183908045977,4,10,3.9730018711574444,2,0.2571545584977547,14,0,0.09648851609255706,0.0981770888276109,4,12,27,34,47
87,245,5.632183908045977,4,10,3.9730018711574444,2,0.5808353921460072,14,0,0.03857018377266505,0.054276419248480826,4,24,12,69,303
87,245,5.632183908045977,4,10,3.9730018711574444,3,-1,14,0,0.10921514060210537,0.06276800558969108,4,42,12,73,153
87,245,5.632183908045977,4,10,3.9730018711574444,3,-1,14,0,0.22021773215326662,0.08187248198663115,6,23,24,52,41
87,245,5.632183908045977,4,10,3.9730018711574444,3,-1,14,0,0.03300508067856321,0.05776560698908843,5,36,16,67,358
87,245,5.632183908045977,4,10,3.9730018711574444,3,-1,14,0,0.09360604522110137,0.0855380387861193,5,27,19,46,81
87,245,5.632183908045977,4,10,3.9730018711574444,3,-1,14,0,0.20879869177575433,0.012155409666753502,5,46,1,86,520
87,245,5.632183908045977,4,10,3.9730018711574444,4,-1,14,0,0.011377824322948092,0.05820122389634565,5,12,22,45,419
87,245,5.632183908045977,4,10,3.9730018711574444,4,-1,14,0,0.1413702922663837,0.009085243446701113,5,0,2,2,2
87,245,5.632183908045977,4,10,3.9730018711574444,4,-1,14,0,0.08638925295445274,0.082413907654031,6,12,19,54,121
87,245,5.632183908045977,4,10,3.9730018711574444,4,-1,14,0,0.16102325283076574,0.09812800505539354,8,11,30,24,24
87,245,5.632183908045977,4,10,3.9730018711574444,4,-1,14,0,0.14603771485401812,0.07594300811054189,5,10,22,31,59
87,245,5.632183908045977,4,10,3.9730018711574444,5,-1,14,0,0.15096906714781397,0.07517515732208971,5,19,19,51,71
87,245,5.632183908045977,4,10,3.9730018711574444,5,-1,14,0,0.19694179752373822,0.019330550222071276,7,32,1,80,246
87,245,5.632183908045977,4,10,3.9730018711574444,5,-1,14,0,0.15851809955117144,0.012376140932522449,5,29,1,84,411
87,245,5.632183908045977,4,10,3.9730018711574444,5,-1,14,0,0.12183758827340989,0.03154894564893879,5,28,8,75,258
87,245,5.632183908045977,4,10,3.9730018711574444,5,-1,14,0,0.13374161497886827,0.03279985062300065,6,40,10,74,153
87,245,5.632183908045977,4,10,3.9730018711574444,6,-1,14,0,0.130036625318839,0.09718038646619218,5,0,7,0,1
87,245,5.632183908045977,4,10,3.9730018711574444,6,-1,14,0,0.12831497075256446,0.08441103705011073,6,16,23,45,52
87,245,5.632183908045977,4,10,3.9730018711574444,6,-1,14,0,0.08896309035046916,0.04231522020528915,10,13,9,73,162
87,245,5.632183908045977,4,10,3.9730018711574444,6,-1,14,0,0.10723683752810392,0.07618294711062881,5,0,12,0,1
87,245,5.632183908045977,4,10,3.9730018711574444,6,-1,14,0,0.10311809232455588,0.07888538280655444,4,12,22,32,48
