nombre de noeuds,degre moyen,distance moyenne,dynamique de propagation,proportion propagation,nombre de honeypots,nombre de smart honeypots,probabilite I -> S,probabilite S -> R,degre du noeud source,epidemic peak,time to extinction
76,21.5,4.044912280701754,1,0,2,2,0.2785665700496784,0.032016152000324906,4,42,223
97,26.824742268041238,4.206185567010309,1,0,19,14,0.2163180799436262,0.09181676910610484,5,6,68
91,25.313186813186814,4.208791208791209,1,0,11,10,0.06364189802009877,0.1456650738347523,7,12,55
107,29.322429906542055,4.465526362193617,1,0,12,2,0.07233230063907917,0.1335263139468481,5,13,49
56,16.428571428571427,3.4616883116883117,1,0,0,0,0.02338489661694673,0.06642083079708264,4,38,1861
41,12.682926829268293,3.026829268292683,1,0,7,1,0.20043932959983035,0.1639114753966309,3,1,33
91,25.302197802197803,4.299389499389499,1,0,7,3,0.20994688066094908,0.023314482935200623,5,47,269
86,24.11046511627907,3.9080711354309163,1,0,19,0,0.2265917416845314,0.1743634440653269,6,6,35
91,25.302197802197803,4.278388278388278,1,0,12,0,0.14585104174729505,0.06629423063320448,6,21,62
98,27.04591836734694,4.3176940879444565,1,0,1,1,0.05270511600641603,0.029153667233316763,6,68,1065
82,23.054878048780488,3.92773261065944,1,0,13,2,0.265473897567275,0.19185525009254617,7,5,24
54,15.953703703703704,3.426275331935709,1,0,4,2,0.061758032163277875,0.17025065903514242,5,14,58
49,14.73469387755102,3.2193877551020407,1,0,5,2,0.13417759275976363,0.10821732537982741,4,5,29
66,18.992424242424242,3.8662004662004663,1,0,13,1,0.038389055098551395,0.10423988831857514,7,1,35
120,32.55833333333333,4.964285714285714,1,0,4,2,0.23814811677648368,0.07373172868746913,8,38,112
105,28.80952380952381,4.692673992673993,1,0,11,8,0.14830868937978062,0.13509287746687482,5,6,44
88,24.545454545454547,4.209770114942529,1,0,15,3,0.09862075630101265,0.08674471042137366,6,10,42
88,24.556818181818183,4.204022988505747,1,0,20,6,0.1769695344361778,0.07057253927645175,7,22,57
94,26.05851063829787,4.376344086021505,1,0,16,15,0.026506343551850317,0.06252872602692357,5,44,164
49,14.714285714285714,3.2491496598639458,1,0,1,0,0.2953129399236646,0.06863587248353685,4,21,142
51,15.205882352941176,3.248627450980392,1,0,0,0,0.23474161083995423,0.057133782920540346,7,22,149
94,26.03723404255319,4.372912377030428,1,0,5,5,0.07621258372390681,0.1684559644967307,7,24,69
41,12.682926829268293,2.970731707317073,1,0,8,1,0.04177376234074866,0.005180126878583092,6,1,776
115,31.33478260869565,4.730434782608696,1,0,4,1,0.21435912987794062,0.045396099029843144,6,46,211
98,27.066326530612244,4.422890805806859,1,0,6,6,0.20889898760246195,0.1137664719140822,8,11,50
56,16.5,3.4220779220779223,1,0,11,10,0.03980749528184792,0.05010089473085593,6,35,211
46,13.880434782608695,3.260869565217391,1,0,0,0,0.029751351845666157,0.15407510739641875,7,12,595
55,16.263636363636362,3.336026936026936,1,0,1,1,0.1897004505222375,0.007386498324705105,7,49,1348
95,26.310526315789474,4.392161254199328,1,0,10,3,0.08856359035451607,0.03552790446169303,6,59,274
105,28.79047619047619,4.689194139194139,1,0,8,3,0.16734501933515328,0.1904783434554932,7,15,35
69,19.753623188405797,3.886615515771526,1,0,10,4,0.18489397021830814,0.013270464289114004,5,1,438
94,26.04787234042553,4.423930450697781,1,0,20,3,0.07411824339048681,0.1533541850765321,5,2,28
98,27.066326530612244,4.327372185987797,1,0,10,6,0.22886697739224973,0.1817774312658036,5,5,32
63,18.261904761904763,3.5606758832565286,1,0,14,1,0.18608013867101247,0.09092427293678935,5,1,35
106,29.04245283018868,4.534950584007188,1,0,14,9,0.2669265026833797,0.08610531882612081,5,6,45
33,10.636363636363637,2.7007575757575757,1,0,3,3,0.23506247759717258,0.10668496621781437,8,17,74
110,30.068181818181817,4.710592160133444,1,0,7,7,0.16510839648132034,0.11559290755197932,4,12,46
84,23.523809523809526,4.145152036718302,1,0,13,4,0.07923789082288085,0.06363046021153594,9,44,113
54,15.916666666666666,3.509433962264151,1,0,10,9,0.050833641618466444,0.10684673891806512,5,17,60
33,10.606060606060606,2.7632575757575757,1,0,6,1,0.15815460963076003,0.07696570283597187,4,1,37
94,26.069148936170212,4.294898192633265,1,0,12,5,0.20078682278010127,0.05038902377602908,5,40,97
44,13.454545454545455,3.0665961945031714,1,0,0,0,0.05053434005058907,0.1203382577423303,5,23,365
42,12.964285714285714,2.988385598141696,1,0,5,0,0.21132151182986114,0.08080576858525522,5,16,70
62,18.008064516129032,3.5293495505023795,1,0,14,3,0.23613659982890584,0.11556638475974633,6,11,38
44,13.318181818181818,3.193446088794926,1,0,6,5,0.20946732425603656,0.12781661704062028,5,6,31
39,12.14102564102564,2.923076923076923,1,0,7,1,0.10303243963959224,0.19686520772344615,6,8,23
64,18.484375,3.689484126984127,1,0,6,1,0.12844424443712787,0.13459403996876493,5,12,46
41,12.682926829268293,3.0378048780487803,1,0,0,0,0.20258523334994352,0.09285760848721035,6,20,90
65,18.76923076923077,3.641346153846154,1,0,1,0,0.24095174773187414,0.03873124070408625,5,41,244
70,20.021428571428572,3.758178053830228,1,0,6,2,0.2428594214909327,0.07679265116179018,8,16,86
86,23.99418604651163,4.20218878248974,1,0,14,7,0.026604404328469125,0.10640946288481941,9,26,114
108,29.60185185185185,4.436829352717203,1,0,6,0,0.2165077288789727,0.19946985787272156,6,5,42
115,31.360869565217392,4.512433257055683,1,0,9,3,0.18258133747957164,0.05825839291284059,5,6,65
49,14.693877551020408,3.288265306122449,1,0,5,5,0.22608826368053753,0.19383744330932257,6,5,25
71,20.246478873239436,3.7686116700201207,1,0,3,3,0.18508864549678947,0.014937689808849597,6,55,575
50,14.97,3.1755102040816325,1,0,2,0,0.09065744099693526,0.012489760835815279,5,44,912
69,19.753623188405797,3.786445012787724,1,0,6,3,0.27253092037045656,0.09138112468697737,6,18,61
96,26.572916666666668,4.192105263157894,1,0,13,0,0.2182486344919442,0.08448932544252381,5,19,74
103,28.325242718446603,4.5195126594327055,1,0,23,23,0.052095636601550456,0.03338547490837431,3,65,215
88,24.556818181818183,4.219435736677116,1,0,5,1,0.1284551914373957,0.14007438392997482,6,15,33
43,13.220930232558139,3.008859357696567,1,0,2,2,0.27423776331800775,0.14457059652812387,4,3,27
47,14.180851063829786,3.242368177613321,1,0,1,1,0.2654475830657459,0.007945700514724164,5,2,775
47,14.202127659574469,3.1480111008325626,1,0,2,1,0.014219674447875169,0.1357086848282311,6,20,356
73,20.80821917808219,3.7275494672754945,1,0,15,8,0.14496911031052426,0.19664364505195722,6,6,28
98,27.066326530612244,4.391331790448138,1,0,16,14,0.14726443769967898,0.1499237555487489,7,6,31
93,25.817204301075268,4.211781206171108,1,0,9,3,0.16695925258254093,0.11542622353100025,6,15,63
82,23.03048780487805,4.117735621800662,1,0,7,2,0.1358151937970658,0.16757754352042675,4,4,33
85,23.8,4.1044817927170865,1,0,10,3,0.290804083416268,0.15853760549539625,7,5,30
88,24.568181818181817,4.162748171368861,1,0,13,9,0.07622162282444814,0.05327671427948193,6,53,150
56,16.464285714285715,3.4246753246753245,1,0,5,5,0.07338732137313939,0.118289022079835,4,22,64
55,16.227272727272727,3.4922558922558924,1,0,0,0,0.12863090318740528,0.09376922160524655,4,22,163
78,22.057692307692307,3.8484848484848486,1,0,11,9,0.08066290074193753,0.09059599869373879,5,27,96
116,31.594827586206897,4.755022488755622,1,0,2,0,0.1597239465661742,0.04707122175520306,6,65,313
40,12.4,2.896153846153846,1,0,4,3,0.034030662321240975,0.19645446732989352,5,12,143
100,27.56,4.427676767676767,1,0,14,5,0.06773747691224787,0.16249509605565027,9,10,66
111,30.346846846846848,4.454381654381654,1,0,22,4,0.08746490070505362,0.05956942368216511,8,22,97
114,31.06578947368421,4.834497748796771,1,0,23,1,0.12076284676007401,0.15876350950262852,6,13,36
49,14.693877551020408,3.2210884353741496,1,0,2,0,0.022698587670422717,0.11031907268784474,5,19,554
79,22.28481012658228,3.7218435572865953,1,0,6,4,0.13341175760449844,0.16932586151394047,5,2,48
64,18.46875,3.6904761904761907,1,0,0,0,0.0837093319812848,0.19951057269245595,5,9,71
47,14.138297872340425,3.2414431082331174,1,0,9,7,0.17286499841401745,0.10976023875799418,4,3,53
83,23.283132530120483,4.1880693505730235,1,0,10,5,0.2485317355332733,0.0540128751023046,4,11,75
103,28.305825242718445,4.532457643251475,1,0,5,3,0.023742869025318927,0.11841408048850177,6,25,125
39,12.115384615384615,2.96221322537112,1,0,7,6,0.16317676413981394,0.06753912987437398,4,22,65
110,30.05909090909091,4.716763969974979,1,0,3,2,0.08890721192727515,0.0026899732848236994,8,105,5317
70,20.007142857142856,3.816977225672878,1,0,15,6,0.02593268313011235,0.009663720219313188,7,67,2133
116,31.603448275862068,4.684857571214393,1,0,13,0,0.055234649014443984,0.13814018885651663,5,22,79
109,29.844036697247706,4.494903160040774,1,0,21,0,0.07985737864660133,0.04765612332361782,7,69,172
104,28.567307692307693,4.469193427931292,1,0,9,9,0.19061497969616317,0.1354917702511603,10,16,42
72,20.51388888888889,3.7949921752738653,1,0,2,1,0.21927121249720297,0.06783913236775214,5,40,141
100,27.54,4.646868686868687,1,0,14,3,0.24459952069649427,0.1284725641137902,7,7,42
64,18.5,3.6195436507936507,1,0,3,1,0.06288054670105395,0.1474326408508419,7,10,77
92,25.532608695652176,4.233158146201625,1,0,7,0,0.13334827551644424,0.06799300667285631,5,33,122
50,14.95,3.333061224489796,1,0,1,1,0.1753067955915438,0.10316793432864697,6,13,91
98,27.04591836734694,4.322112350094677,1,0,0,0,0.032859661685053124,0.11064717770662003,5,33,634
36,11.38888888888889,2.834920634920635,1,0,8,4,0.18839488464267243,0.14884175927222976,5,6,24
47,14.180851063829786,3.131359851988899,1,0,7,5,0.08196441523665175,0.001947481706315335,5,46,3799
61,17.721311475409838,3.628415300546448,1,0,10,3,0.2635213243509705,0.04767711823544825,6,1,68
108,29.564814814814813,4.541190723433714,1,0,11,7,0.14945607336987424,0.011371502775868004,4,85,608
101,27.831683168316832,4.232673267326732,1,0,13,5,0.014626467391058386,0.14987455273771366,7,2,27
60,17.516666666666666,3.524858757062147,1,0,9,9,0.1227312318754126,0.058820879472494994,7,24,114
49,14.714285714285714,3.185374149659864,1,0,4,3,0.06167354736187217,0.015969717816742036,5,43,856
95,26.3,4.256886898096305,1,0,5,3,0.22594455061033672,0.013461969139710206,6,71,649
112,30.607142857142858,4.487451737451737,1,0,0,0,0.16092327025837463,0.18343491853933935,7,10,36
112,30.607142857142858,4.402670527670527,1,0,20,9,0.126191019724631,0.01694695338797656,4,72,377
101,27.77227722772277,4.472277227722772,1,0,19,2,0.09997616173253608,0.036556759800527375,5,55,253
106,29.06132075471698,4.608625336927224,1,0,0,0,0.09603798922320152,0.1548820139366694,6,11,165
31,10.048387096774194,2.7483870967741937,1,0,5,0,0.2510305257753761,0.13950706860323564,5,8,23
106,29.099056603773583,4.403953279424978,1,0,3,0,0.12230936672629847,0.10594769065777197,5,24,137
88,24.545454545454547,4.148119122257054,1,0,11,10,0.07780282761969526,0.08663031668605695,5,13,63
33,10.636363636363637,2.710227272727273,1,0,2,0,0.25201546849921025,0.1459105388683026,7,10,35
81,22.814814814814813,3.982716049382716,1,0,9,8,0.09524915368038964,0.015241202546507028,7,69,599
56,16.464285714285715,3.351948051948052,1,0,9,0,0.23951308811921931,0.00851864710166872,4,41,696
78,22.07051282051282,3.7495837495837496,1,0,4,0,0.27717473824843986,0.19005587085838596,6,9,20
56,16.482142857142858,3.3844155844155845,1,0,13,6,0.1238395740840256,0.15663818895800968,6,14,33
108,29.564814814814813,4.623572170301142,1,0,23,19,0.11878794933071868,0.08064398298389622,8,11,69
114,31.109649122807017,4.542617605961807,1,0,5,4,0.1691002285158559,0.17095358111275483,5,16,42
83,23.246987951807228,4.230384954451954,1,0,11,7,0.021572691076431,0.172424354832875,6,11,198
117,31.854700854700855,4.56498673740053,1,0,8,2,0.10518481581415133,0.15468242976226512,4,23,46
79,22.272151898734176,3.974034404414151,1,0,8,7,0.1521651769349971,0.03178629523454819,4,46,220
84,23.547619047619047,4.01118760757315,1,0,5,0,0.019262372717525178,0.047132346488619886,5,58,1221
89,24.797752808988765,4.172369765066394,1,0,20,18,0.015988140071339436,0.012247314934066568,8,80,1774
68,19.544117647058822,3.6466198419666376,1,0,7,2,0.2375485971501046,0.020356518049547148,6,46,318
81,22.77777777777778,4.005864197530864,1,0,13,2,0.029379634993868017,0.16105876543526812,6,12,52
87,24.2816091954023,4.247527399091152,1,0,5,3,0.15342893753176487,0.1906460479877465,7,1,22
119,32.3235294117647,4.834354080615297,1,0,2,0,0.05277158226566737,0.07858043054242635,7,46,298
110,30.077272727272728,4.637030859049208,1,0,11,1,0.2964835061571207,0.13727982725883003,5,10,33
40,12.4,2.896153846153846,1,0,1,1,0.2206711358375437,0.032941317801631544,4,27,246
113,30.831858407079647,4.614886219974715,1,0,7,6,0.28739968889893763,0.15285949863027937,5,6,31
77,21.766233766233768,3.964114832535885,1,0,17,15,0.28870273737155916,0.0011875431366024092,7,64,4103
47,14.159574468085106,3.20259019426457,1,0,9,7,0.06271532195122839,0.04661154676865431,8,35,182
35,11.185714285714285,2.7411764705882353,1,0,2,0,0.209393351076891,0.07176181130919934,4,27,114
120,32.583333333333336,4.7896358543417366,1,0,27,16,0.27792639592942536,0.18099504952313106,5,3,32
43,13.174418604651162,3.097452934662237,1,0,3,3,0.02037138062657886,0.13222401322242333,6,12,166
41,12.682926829268293,2.9646341463414636,1,0,4,2,0.2684548234901762,0.1877999712043753,5,12,23
62,18.008064516129032,3.483342147012163,1,0,11,7,0.2230017291727803,0.10665726073682989,7,1,53
112,30.571428571428573,4.754021879021879,1,0,8,0,0.19711323317884724,0.1924703629556272,4,8,19
53,15.69811320754717,3.4390420899854863,1,0,5,0,0.07392925900715264,0.01244465964245063,5,46,1219
49,14.73469387755102,3.0918367346938775,1,0,1,0,0.28418299776554434,0.16226464192130755,8,15,48
53,15.679245283018869,3.481132075471698,1,0,11,10,0.057734229453252545,0.05687768915055829,4,31,171
51,15.186274509803921,3.247843137254902,1,0,1,0,0.280825576317817,0.10988803059064421,6,15,46
56,16.482142857142858,3.416883116883117,1,0,3,2,0.15217164011527787,0.09532158053473778,5,15,82
107,29.294392523364486,4.646094163286898,1,0,9,1,0.19829660923601236,0.022941275856612764,4,74,301
38,11.881578947368421,2.9046941678520626,1,0,2,1,0.2891785401791728,0.14126299259525235,6,10,47
60,17.483333333333334,3.5740112994350284,1,0,12,3,0.07278079397038854,0.03552669390523871,8,46,179
120,32.575,4.815686274509804,1,0,14,14,0.053523379433977704,0.04370867763310953,5,39,153
41,12.658536585365853,2.9634146341463414,1,0,9,1,0.15292887340243372,0.16949951467158086,4,3,25
47,14.180851063829786,3.2035152636447735,1,0,10,8,0.100377857647075,0.1632497641274678,5,7,27
111,30.346846846846848,4.464537264537265,1,0,21,17,0.05290036350284119,0.015473040286229624,4,91,675
71,20.274647887323944,3.798390342052314,1,0,1,0,0.08843420217321463,0.06650514568186054,6,33,179
106,29.080188679245282,4.581132075471698,1,0,16,10,0.19304118439733786,0.09820649597464033,6,12,47
55,16.227272727272727,3.4060606060606062,1,0,0,0,0.24935094721513495,0.12794063754613505,5,7,55
64,18.46875,3.736111111111111,1,0,0,0,0.012696375312066714,0.14383449023885445,7,27,1514
93,25.817204301075268,4.195418419822347,1,0,17,16,0.26985717802830167,0.16013191945821786,7,7,30
51,15.205882352941176,3.3215686274509806,1,0,3,3,0.10550016486672766,0.008775888024899304,5,45,1059
55,16.19090909090909,3.55016835016835,1,0,4,4,0.09177995628927361,0.06025640150648864,8,32,200
48,14.458333333333334,3.1099290780141846,1,0,8,4,0.1104150462315863,0.19841345646038916,5,1,17
74,21.006756756756758,3.6767863754165124,1,0,2,2,0.25329560772519355,0.15147832391959717,5,12,46
82,23.067073170731707,3.975007527853056,1,0,16,4,0.23043480829812749,0.18361306647136244,6,4,22
100,27.58,4.45010101010101,1,0,7,6,0.2578306700257739,0.167891818575434,9,11,25
59,17.228813559322035,3.5850379894798365,1,0,11,6,0.029232986977127035,0.12448383120056093,4,15,91
70,20.035714285714285,3.627743271221532,1,0,14,6,0.1685022776442698,0.1772532946768546,6,3,24
117,31.811965811965813,4.833038608900678,1,0,9,1,0.17551011858045362,0.009974723560979127,6,94,850
51,15.22549019607843,3.296470588235294,1,0,7,2,0.16914442352991862,0.16192701887298622,7,6,42
64,18.484375,3.6577380952380953,1,0,8,1,0.19244793331935303,0.0575504743481698,5,32,98
76,21.55263157894737,3.855438596491228,1,0,0,0,0.20307628207928788,0.09797308087095047,6,32,87
108,29.59259259259259,4.332467982000693,1,0,14,9,0.14060528754556437,0.016939984528017527,7,84,457
58,16.974137931034484,3.3744706594071388,1,0,2,0,0.03048133223107414,0.16774544977556732,6,11,101
54,15.99074074074074,3.2718378756114603,1,0,10,10,0.08508427953325151,0.13276279718668188,6,25,79
96,26.5625,4.281798245614035,1,0,11,6,0.29344980913509183,0.1476556906473027,5,6,54
53,15.69811320754717,3.3447024673439767,1,0,0,0,0.2756975791819352,0.1405530213856138,5,12,40
88,24.53409090909091,4.129832810867294,1,0,18,17,0.09632347185812147,0.05347794503096335,5,20,92
100,27.57,4.389090909090909,1,0,7,7,0.12075082516963738,0.0066976181191522825,6,87,1763
103,28.305825242718445,4.447363411383971,1,0,11,10,0.28428329780845546,0.16272601776143059,5,8,39
117,31.854700854700855,4.598585322723253,1,0,4,3,0.0537314151163003,0.006223960274340846,5,107,3923
116,31.57758620689655,4.774212893553224,1,0,18,4,0.21265176671509292,0.16042096862270722,6,6,58
114,31.109649122807017,4.6016146561093,1,0,8,0,0.17957409162449015,0.14875835724913272,5,19,37
115,31.33478260869565,4.504042715484363,1,0,14,9,0.2707368621849504,0.11408564194564984,5,8,63
54,15.972222222222221,3.438155136268344,1,0,11,3,0.06267874869159137,0.15948748434631727,5,4,23
85,23.776470588235295,4.169747899159664,1,0,18,6,0.21419623123168796,0.1185207920237952,7,9,53
40,12.4,2.887179487179487,1,0,5,0,0.09245156032648956,0.16486324651969572,6,3,34
77,21.792207792207794,3.900546821599453,1,0,17,0,0.21369010060327795,0.10089328361547988,6,19,48
106,29.089622641509433,4.390655884995508,1,0,13,1,0.10998142577053291,0.1891463517245113,9,17,46
97,26.824742268041238,4.334192439862543,1,0,0,0,0.2339591128545542,0.10547706037685792,7,18,80
49,14.612244897959183,3.372448979591837,1,0,1,1,0.08547195742836226,0.011229198197376245,9,45,1545
112,30.5625,4.730212355212355,1,0,22,20,0.24375639054242415,0.005258263644660067,6,83,976
118,32.08050847457627,4.832826307402579,1,0,23,17,0.22448875694764772,0.18449518102706106,6,2,27
117,31.846153846153847,4.580754494547598,1,0,3,3,0.20297393555877594,0.05407393084130792,3,52,162
68,19.5,3.7036874451273047,1,0,10,9,0.029070771490336225,0.1681826681047959,5,10,33
115,31.308695652173913,4.767658276125095,1,0,19,12,0.1927526035682045,0.1334747998148486,5,6,49
51,15.245098039215685,3.2705882352941176,1,0,8,0,0.23491316160581815,0.0038017026768990994,5,45,1574
74,21.006756756756758,3.760088855979267,1,0,16,14,0.2447763713770881,0.1967362502204708,4,3,20
42,12.892857142857142,3.016260162601626,1,0,0,0,0.07797044842133832,0.1921752148581407,4,11,62
34,10.897058823529411,2.7557932263814617,1,0,2,0,0.10749067366728253,0.056310733676275884,5,20,182
44,13.431818181818182,3.03276955602537,1,0,2,1,0.058929326929968474,0.016902899481627154,5,44,1081
105,28.81904761904762,4.497985347985348,1,0,13,4,0.08652572020352046,0.04174807060162551,7,68,176
49,14.693877551020408,3.201530612244898,1,0,10,9,0.049031336472035565,0.14685365413540494,7,19,74
91,25.302197802197803,4.165079365079365,1,0,5,4,0.12590894761939037,0.03187498227999439,6,63,214
110,30.086363636363636,4.632360300250209,1,0,10,3,0.14386540842156995,0.19071073173945308,5,5,25
101,27.782178217821784,4.606732673267326,1,0,13,4,0.08736383737426967,0.14269866165798123,6,8,32
49,14.714285714285714,3.141156462585034,1,0,10,8,0.20051266421121217,0.19294525820490885,9,1,14
38,11.93421052631579,2.8392603129445235,1,0,4,3,0.24110766078717077,0.09962178463325572,4,6,29
58,16.939655172413794,3.539624924379915,1,0,3,3,0.2930687553610189,0.14191504458196677,7,7,30
102,28.063725490196077,4.529023490584352,1,0,2,2,0.2666848527391201,0.03225891129998228,5,54,274
116,31.586206896551722,4.710644677661169,1,0,13,9,0.23470837946523615,0.07882571698219165,7,20,78
48,14.416666666666666,3.1888297872340425,1,0,11,7,0.16845082002708447,0.17930617858674247,3,2,26
117,31.837606837606838,4.624521072796935,1,0,14,3,0.27434061025743445,0.19115932437929006,5,5,25
109,29.844036697247706,4.542473666326877,1,0,19,5,0.14846617059472939,0.06742342927782896,6,1,63
78,21.96794871794872,4.018981018981019,1,0,12,6,0.2126861448389382,0.05183751777707524,4,30,199
33,10.636363636363637,2.6931818181818183,1,0,3,1,0.11246654595211539,0.05076447876654547,5,1,75
84,23.55952380952381,4.08548479632817,1,0,6,5,0.023994525903629597,0.022942478825561087,5,65,1331
119,32.34033613445378,4.742344395385273,1,0,10,0,0.01340862290355442,0.18232827926085252,4,11,145
92,25.57608695652174,4.195891065456283,1,0,2,0,0.2940535074569276,0.18952168314770654,6,7,31
45,13.71111111111111,3.0707070707070705,1,0,5,1,0.21000200941289196,0.010533898529910646,6,37,545
88,24.556818181818183,4.21969696969697,1,0,16,8,0.2119881620473733,0.03472164741480388,6,50,198
35,11.1,2.7831932773109243,1,0,2,1,0.06368091174770155,0.07132162577259225,6,20,205
86,24.075581395348838,4.007113543091656,1,0,8,7,0.243599238848272,0.0931964185534505,6,13,49
110,30.095454545454544,4.485738115095914,1,0,25,2,0.20869357823281953,0.05304427823102958,6,30,120
80,22.5125,3.9161392405063293,1,0,10,3,0.22501535519110125,0.07513848909882088,6,11,52
55,16.20909090909091,3.367003367003367,1,0,12,10,0.16570325520268583,0.0737370013271139,5,16,63
60,17.483333333333334,3.515819209039548,1,0,2,2,0.19647222491436483,0.015448542346664063,6,47,519
58,17.025862068965516,3.319419237749546,1,0,13,8,0.2502247727948767,0.161400491984499,5,2,34
67,19.261194029850746,3.6698326549072817,1,0,7,3,0.21620321361703868,0.06841448208297621,6,27,70
103,28.305825242718445,4.378640776699029,1,0,11,8,0.2376879979952193,0.1709599570052985,6,10,22
49,14.673469387755102,3.2627551020408165,1,0,0,0,0.2956486733130662,0.12046774691674121,4,9,85
58,16.99137931034483,3.3593466424682394,1,0,1,1,0.2806323624415704,0.04346241719475417,5,25,132
68,19.514705882352942,3.7532923617208076,1,0,3,1,0.2958162579408747,0.16454447603672878,6,6,31
87,24.350574712643677,3.996792301523657,1,0,19,9,0.12059135002517482,0.18851544037244103,8,2,15
86,24.017441860465116,4.283720930232558,1,0,13,10,0.1973330915862196,0.1268668603259941,5,7,50
40,12.425,2.982051282051282,1,0,0,0,0.030457140238505473,0.16457929385505843,5,9,426
86,24.052325581395348,4.112448700410397,1,0,6,4,0.27966275509568883,0.16348939438107157,7,7,44
56,16.446428571428573,3.42012987012987,1,0,12,10,0.10192071489972027,0.09321001384774918,5,7,32
64,18.53125,3.5,1,0,9,4,0.052692119507457474,0.09037761402564737,5,25,107
92,25.565217391304348,4.192546583850931,1,0,14,0,0.06531668713589751,0.04841757214381135,7,32,129
37,11.621621621621621,2.981981981981982,1,0,3,1,0.25437764200170343,0.0025979068080824287,7,35,4411
40,12.4,2.9256410256410255,1,0,4,2,0.1937778003553906,0.040344856376480956,5,31,154
54,15.972222222222221,3.408106219426974,1,0,4,0,0.04560186648152312,0.04671725115963672,5,36,285
84,23.5,4.2056798623063685,1,0,13,8,0.07632714014866054,0.1843535275655597,5,10,40
84,23.547619047619047,4.13798049340218,1,0,1,0,0.02236404953990128,0.029828749637934894,6,61,2203
97,26.814432989690722,4.451460481099656,1,0,9,4,0.12570377009481593,0.04968027028673046,5,39,152
99,27.338383838383837,4.2729334157905585,1,0,7,5,0.13597872820270415,0.07926662655923711,5,24,62
38,11.907894736842104,2.9075391180654337,1,0,5,0,0.10572342743573715,0.11334499408798603,4,22,98
79,22.29746835443038,3.87471600129828,1,0,6,0,0.1718788302830631,0.06786557760633712,5,41,117
