nombre de noeuds,nombre d'aretes,degre moyen,degre minimal,degre maximal,distance moyenne,dynamique de propagation,proportion propagation,nombre de honeypots,nombre de smart honeypots,probabilite I -> S,probabilite S -> R,degre du noeud source,nombre inf 5,nombre res 5,epidemic peak,time to extinction
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.08038504925644233,0.01969255952392367,5,11,10,70,355
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2763668718306902,0.043398847439025445,5,8,11,52,58
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2835697851894939,0.08109160194113002,6,5,27,10,16
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.023244624341089017,0.0016551258107027863,10,11,0,86,16559
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.04613178595286193,0.007792640583702739,4,4,5,79,1969
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.048600649750338294,0.06555148118953269,9,0,4,0,1
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.1215734030103906,0.09922220269862964,10,8,22,38,40
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.25932478749918036,0.002716928621881929,4,2,0,81,1145
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.18302935526798383,0.03324470116634739,4,12,8,59,118
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.10974428344820089,0.0034337467535168597,5,12,1,83,1916
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.02416018471910071,0.05665556927824164,9,10,15,40,246
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.11952909021807434,0.09809023162380721,6,6,26,17,46
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2701271398687873,0.018348948642923166,7,2,5,66,163
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2864463571253014,0.049352311599651484,6,7,12,34,36
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.21585098036386882,0.03381543414839083,6,9,14,57,92
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.11608897497102222,0.014518803944875158,4,12,6,65,319
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.060629697634630865,0.04244717437189918,7,9,15,48,166
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2491608113899601,0.08862780047909906,4,10,27,20,23
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.17936453255451687,0.037160698044123655,4,12,12,50,104
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.041729683282473014,0.09502049152419717,6,8,32,12,55
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.16229368084362153,0.022171040042778197,5,7,5,66,161
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.25617686320899885,0.09553753893362056,7,6,28,17,20
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.15498708878599593,0.05226299692645582,5,6,13,39,70
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.20798548145414691,0.0016359879290022046,6,4,0,86,2817
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.19009602600623987,0.05955866623190718,5,8,15,33,52
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.25146904571117074,0.02421971869626713,4,7,4,63,116
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.20044254889019553,0.010834462591071205,4,10,2,79,510
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.051709774938631055,0.07005149815159543,9,9,22,42,125
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.05190140280515075,0.048659715332488106,7,8,18,56,208
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.10775432969192208,0.010191643147593792,5,15,4,81,710
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.1111758196766257,0.025794848124047177,5,11,6,63,194
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.16255390874172437,0.06837122123968155,6,11,15,45,82
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.035475731985831205,0.007397818378069984,4,9,2,80,2998
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.20754281248939907,0.05666770316954551,6,11,18,47,59
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2202164070767891,0.0817258280018685,10,6,21,15,27
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.11023936114467359,0.036796601588554564,6,11,8,65,211
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2806935360712192,0.008479363423812624,5,13,3,78,285
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.1733990701684321,0.031070463541148063,5,8,11,64,148
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.06431955097112763,0.052901677644838274,5,9,17,58,226
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.07648695015700308,0.09786750866477881,5,0,12,0,1
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.14230393129998914,0.009621112311977952,5,2,6,71,544
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.20735558885693625,0.0715690298770429,7,6,16,23,37
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.188044012641507,0.04738983478799616,7,0,2,0,1
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.21982269217439887,0.05246836561269582,6,10,17,33,35
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.025167398935974743,0.010221714290870938,4,11,4,78,3230
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.016119007287725813,0.0561026846629985,4,10,20,39,431
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.100098470471034,0.021155719062570546,6,0,2,2,2
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2553441564379763,0.046383415817120445,6,7,20,35,48
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.08641716372561746,0.061921981255340805,5,14,14,55,120
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.03900499431090473,0.0758231970064921,5,11,23,45,158
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.10127622495209171,0.06823337991447599,6,4,26,24,43
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.12563116324071874,0.06371732199573531,4,6,18,36,52
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.299163255673775,0.045158334788534434,4,9,20,33,37
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.23249584146750998,0.07260769509179887,4,2,22,24,36
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.11430283055755033,0.07222573640154321,8,14,19,45,56
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.1769644689452951,0.03349433543548356,4,6,8,65,192
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.04777406057917243,0.0617712517013515,4,11,18,41,162
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.17504411089288818,0.09264250010401374,6,14,24,35,48
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.03588626129441196,0.08377015401393381,5,10,25,33,159
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.27777845299905196,0.06759490555534187,6,5,30,7,12
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.12285748049673774,0.0926038897153039,5,9,30,30,38
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2471744648507357,0.027977049369869996,5,10,11,59,97
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.06346433149237143,0.06020509956667975,7,0,11,2,2
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.06544200119732056,0.018077120219135028,7,9,8,68,510
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.06950284039035538,0.0424696135555457,7,7,15,49,179
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.24363045257230884,0.09469743012958,4,5,29,11,18
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.05597422079812666,0.043367789876401795,8,12,14,63,359
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.06303299892980445,0.02318656073454098,5,12,7,71,517
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.03166375062783059,0.060296866342025315,6,12,11,63,377
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.17114375711652652,0.02561029042402319,4,10,7,64,113
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.03974536461577718,0.04632042828631537,6,6,13,63,384
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2948931315696418,0.04228179632549654,5,5,11,56,63
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.11377055354716015,0.045601801830666186,4,8,15,56,89
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.23247059316065025,0.028417198562040065,7,9,14,48,96
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.1480409960545455,0.03907104044713672,6,7,13,51,84
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.13479956190547138,0.008420323265595178,5,10,3,80,508
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2022571891052903,0.02804172495688694,6,13,8,60,110
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.21094798741550808,0.001305349803169608,6,6,1,82,3091
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.23338153568452466,0.08445934607724147,7,9,27,22,31
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.026783549467099363,0.07282916262511181,10,12,25,42,196
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.09547892039917731,0.06592610960826924,7,9,23,35,82
