nombre de noeuds,nombre d'aretes,degre moyen,degre minimal,degre maximal,distance moyenne,dynamique de propagation,proportion propagation,nombre de honeypots,nombre de smart honeypots,probabilite I -> S,probabilite S -> R,degre du noeud source,nombre inf 5,nombre res 5,epidemic peak,time to extinction
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.04699004534093526,0.08602689785364598,5,13,24,35,80
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2272036643094577,0.06096370470612553,5,8,17,29,34
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.05784363843181727,0.032438637736718304,6,9,11,55,295
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.048167472754660504,0.07806805943871944,5,0,9,0,1
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2823277256730258,0.08264217004908196,6,7,27,16,19
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.11305436790055998,0.015089324214819674,6,6,4,75,400
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.013834216714780537,0.047570153836435355,7,11,12,56,786
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.11021581554863827,0.06776359205609399,6,10,19,37,48
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.03052111251181896,0.05818094775750169,5,11,20,51,347
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.09527921135568743,0.05532566042474451,5,8,14,35,71
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.19006844381172117,0.04383094982709867,5,10,9,58,80
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2813086043541311,0.03699247807835993,4,6,16,45,52
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.21231730937998156,0.07974685560351616,6,2,22,17,29
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.11416825937012835,0.08413471467757636,5,8,20,36,71
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.18703251563510798,0.02989978769361603,5,10,8,71,144
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.0719039950986713,0.016516617511024404,4,10,4,79,688
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.08954875922392422,0.09077945425614566,10,11,30,27,74
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.13086660206797848,0.03910993367641526,5,4,17,53,131
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.021097678415340042,0.03031805118372427,5,11,12,64,814
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.1209773144362807,0.08429445081971157,4,9,25,29,51
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.0985981959339528,0.08762501139630031,5,4,25,23,45
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.21722817430736624,0.036375046391566135,4,11,11,61,98
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.06784507507588294,0.027286087988771485,8,15,11,61,529
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.13004213881623436,0.02880372594016274,4,9,7,69,162
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.11355753173913144,0.03667794702910819,5,2,15,50,111
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.28429429238074444,0.08750525727363274,7,9,30,15,14
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.20445582824165004,0.038917506017474214,5,11,18,41,65
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.08097938969456708,0.028458993011601645,5,11,11,66,299
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.11995547528979512,0.08514942357621177,5,12,25,39,75
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.24036933384171993,0.06602400156054054,9,4,28,19,21
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.13475755904838313,0.045799543972834526,5,11,14,54,117
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.12938078275412954,0.06364216103163953,4,5,22,30,46
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.29092826135671473,0.036765603523681085,6,6,14,50,65
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.1323780072100841,0.0605084440011512,5,0,6,0,1
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.27196895785219194,0.04090616923111652,5,14,14,56,71
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.014322516877071909,0.03455745620034831,6,9,22,38,704
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.16640437439615682,0.04629457258483729,4,10,11,50,80
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.23744699526479074,0.02669913904008762,5,12,3,66,124
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.014044647326819976,0.009594741483998557,7,6,3,84,5501
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.10901560062093098,0.009073457854978255,6,13,3,80,690
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2053573134081243,0.001755017522148996,7,9,0,87,2433
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.2978162418625981,0.03771260265255884,5,6,12,37,51
87,245,5.632183908045977,4,10,3.9730018711574444,1,-1,12,0,0.023101295033305165,0.07408674074475956,4,14,23,39,266
