K,epidemic peak,cost fun,delta fun
600,6975.0,12442.523920417152,3
620,5389.0,11038.77471776439,3
640,5525.0,11357.025515111629,3
660,9171.0,15185.276312458867,3
680,5640.0,11836.527109806106,2
700,8738.0,15116.777907153344,2
720,9477.0,16038.028704500583,2
740,8322.0,15065.279501847821,2
760,9481.0,16406.53029919506,2
780,10862.0,17969.781096542298,2
