proba is,proba sr,nombre hpb,nombre shp,pic,cumul inf,nb changements sr,nb changements is
0.1,0.025,3,2,192.0,62537.666666666664,189.0,5643.333333333333
0.1,0.025,3,3,195.0,59793.333333333336,189.33333333333334,5408.333333333333
0.1,0.025,3,4,194.66666666666666,56531.333333333336,188.33333333333334,5134.333333333333
0.1,0.025,4,0,192.33333333333334,57037.0,189.66666666666666,5161.333333333333
0.1,0.025,4,1,191.33333333333334,58754.0,189.0,5290.333333333333
0.1,0.025,4,2,191.0,61576.0,189.66666666666666,5593.0
0.1,0.025,4,3,192.66666666666666,54132.0,185.66666666666666,4918.666666666667
0.1,0.025,4,4,193.0,55429.666666666664,185.66666666666666,5013.666666666667
0.1,0.025,5,0,195.0,59754.333333333336,185.33333333333334,5424.666666666667
0.1,0.025,5,1,196.0,58932.666666666664,189.33333333333334,5339.666666666667
0.1,0.025,5,2,192.0,56393.333333333336,185.33333333333334,5088.666666666667
0.1,0.025,5,3,193.33333333333334,55586.0,184.66666666666666,5038.333333333333
0.1,0.025,5,4,191.66666666666666,54581.0,183.33333333333334,4929.666666666667
0.1,0.03,1,0,191.33333333333334,48058.666666666664,195.0,4380.0
0.1,0.03,1,1,191.66666666666666,54458.0,195.33333333333334,4991.666666666667
0.1,0.03,1,2,189.33333333333334,49520.333333333336,190.0,4578.333333333333
0.1,0.03,1,3,188.66666666666666,48801.666666666664,191.33333333333334,4463.333333333333
0.1,0.03,1,4,188.66666666666666,51659.666666666664,188.66666666666666,4664.0
0.1,0.03,2,0,191.0,54354.333333333336,194.33333333333334,4937.666666666667
0.1,0.03,2,1,194.33333333333334,51047.0,191.66666666666666,4667.666666666667
0.1,0.03,2,2,188.66666666666666,51109.333333333336,190.33333333333334,4601.666666666667
0.1,0.03,2,3,193.66666666666666,50812.0,191.0,4657.333333333333
0.1,0.03,2,4,189.66666666666666,46969.666666666664,188.66666666666666,4267.0
0.1,0.03,3,0,187.66666666666666,51302.666666666664,192.66666666666666,4647.666666666667
0.1,0.03,3,1,190.66666666666666,49538.333333333336,189.33333333333334,4481.0
0.1,0.03,3,2,193.33333333333334,50684.666666666664,189.66666666666666,4633.333333333333
0.1,0.03,3,3,191.0,47426.333333333336,189.0,4307.0
0.1,0.03,3,4,192.33333333333334,47144.333333333336,188.0,4286.666666666667
0.1,0.03,4,0,191.33333333333334,51598.333333333336,189.33333333333334,4645.666666666667
0.1,0.03,4,1,186.33333333333334,47499.0,189.66666666666666,4309.333333333333
0.1,0.03,4,2,189.66666666666666,49097.666666666664,188.33333333333334,4444.333333333333
0.1,0.03,4,3,189.66666666666666,47682.666666666664,188.0,4280.666666666667
0.1,0.03,4,4,192.66666666666666,52923.0,186.66666666666666,4746.333333333333
0.1,0.03,5,0,192.0,53863.0,189.33333333333334,4899.333333333333
0.1,0.03,5,1,190.33333333333334,48081.666666666664,184.66666666666666,4360.666666666667
0.1,0.03,5,2,188.66666666666666,41507.333333333336,190.0,3778.0
0.1,0.03,5,3,195.33333333333334,48943.666666666664,182.66666666666666,4399.666666666667
0.1,0.03,5,4,193.33333333333334,48955.0,184.66666666666666,4466.0
0.1,0.035,1,0,189.0,46243.0,192.0,4223.0
0.1,0.035,1,1,187.66666666666666,40528.0,193.66666666666666,3651.0
0.1,0.035,1,2,191.66666666666666,44741.0,194.66666666666666,4060.3333333333335
0.1,0.035,1,3,190.0,44016.333333333336,191.0,3993.6666666666665
0.1,0.035,1,4,187.0,39870.333333333336,189.33333333333334,3618.6666666666665
0.1,0.035,2,0,190.33333333333334,44323.666666666664,192.66666666666666,4052.0
0.1,0.035,2,1,188.33333333333334,46630.0,193.33333333333334,4181.666666666667
0.1,0.035,2,2,187.66666666666666,46953.0,189.66666666666666,4220.0
0.1,0.035,2,3,186.66666666666666,40807.0,189.66666666666666,3737.6666666666665
0.1,0.035,2,4,188.33333333333334,41094.333333333336,188.66666666666666,3720.0
0.1,0.035,3,0,191.66666666666666,44970.666666666664,192.33333333333334,4089.0
0.1,0.035,3,1,193.66666666666666,43075.0,191.66666666666666,3887.3333333333335
0.1,0.035,3,2,184.33333333333334,37379.666666666664,193.0,3388.3333333333335
0.1,0.035,3,3,189.0,42360.666666666664,189.0,3872.3333333333335
0.1,0.035,3,4,187.66666666666666,41232.0,187.66666666666666,3724.3333333333335
0.1,0.035,4,0,191.0,45229.333333333336,191.0,4120.666666666667
0.1,0.035,4,1,190.66666666666666,43121.0,190.0,3897.3333333333335
0.1,0.035,4,2,190.33333333333334,37221.666666666664,188.66666666666666,3341.0
0.1,0.035,4,3,192.0,43068.0,191.66666666666666,3910.3333333333335
0.1,0.035,4,4,185.66666666666666,38003.0,192.66666666666666,3455.0
0.1,0.035,5,0,187.66666666666666,42027.333333333336,189.33333333333334,3764.3333333333335
0.1,0.035,5,1,186.33333333333334,41265.333333333336,191.66666666666666,3724.3333333333335
0.1,0.035,5,2,193.66666666666666,42184.333333333336,187.33333333333334,3813.0
0.1,0.035,5,3,187.0,39777.0,186.0,3640.0
0.1,0.035,5,4,186.66666666666666,38806.666666666664,187.0,3504.0
0.1,0.04,1,0,189.33333333333334,40093.666666666664,194.33333333333334,3681.6666666666665
0.1,0.04,1,1,189.0,37477.333333333336,196.33333333333334,3354.6666666666665
0.1,0.04,1,2,187.33333333333334,36955.666666666664,194.33333333333334,3413.6666666666665
0.1,0.04,1,3,186.0,39578.0,191.33333333333334,3571.0
0.1,0.04,1,4,185.33333333333334,36695.666666666664,192.33333333333334,3334.0
0.1,0.04,2,0,183.0,40032.666666666664,191.33333333333334,3583.0
0.1,0.04,2,1,186.33333333333334,36533.0,192.33333333333334,3317.6666666666665
0.1,0.04,2,2,188.66666666666666,34749.666666666664,193.0,3172.6666666666665
0.1,0.04,2,3,186.0,37361.666666666664,189.0,3354.6666666666665
0.1,0.04,2,4,186.66666666666666,34720.0,188.33333333333334,3164.3333333333335
0.1,0.04,3,0,185.33333333333334,40091.0,192.33333333333334,3615.3333333333335
0.1,0.04,3,1,191.0,37957.0,191.0,3391.3333333333335
0.1,0.04,3,2,191.0,39978.666666666664,192.66666666666666,3624.0
0.1,0.04,3,3,185.0,35511.0,190.0,3238.3333333333335
0.1,0.04,3,4,184.33333333333334,36332.666666666664,190.0,3258.0
0.1,0.04,4,0,191.0,36672.333333333336,190.0,3299.6666666666665
0.1,0.04,4,1,188.66666666666666,38836.0,190.66666666666666,3483.0
0.1,0.04,4,2,185.66666666666666,35782.0,187.33333333333334,3226.0
0.1,0.04,4,3,190.66666666666666,37379.0,190.33333333333334,3397.3333333333335
0.1,0.04,4,4,186.33333333333334,34981.666666666664,193.0,3114.3333333333335
0.1,0.04,5,0,189.66666666666666,38473.333333333336,188.66666666666666,3439.3333333333335
0.1,0.04,5,1,188.0,35278.0,188.33333333333334,3235.6666666666665
0.1,0.04,5,2,188.0,36436.333333333336,189.33333333333334,3272.6666666666665
0.1,0.04,5,3,189.33333333333334,35580.333333333336,186.33333333333334,3224.6666666666665
0.1,0.04,5,4,192.33333333333334,37034.0,185.33333333333334,3387.0
0.1,0.045,1,0,189.0,36173.333333333336,193.66666666666666,3313.6666666666665
0.1,0.045,1,1,188.33333333333334,33576.333333333336,191.66666666666666,3025.3333333333335
0.1,0.045,1,2,185.66666666666666,29734.333333333332,194.66666666666666,2729.0
0.1,0.045,1,3,184.66666666666666,33705.333333333336,192.0,2970.3333333333335
0.1,0.045,1,4,187.66666666666666,32964.333333333336,192.0,2966.6666666666665
0.1,0.045,2,0,186.66666666666666,34001.0,193.66666666666666,3086.6666666666665
0.1,0.045,2,1,180.66666666666666,34811.333333333336,193.33333333333334,3155.0
0.1,0.045,2,2,185.66666666666666,31040.333333333332,194.0,2793.3333333333335
0.1,0.045,2,3,183.66666666666666,32118.0,192.66666666666666,2927.3333333333335
0.1,0.045,2,4,182.0,32953.0,191.0,2937.6666666666665
0.1,0.045,3,0,183.0,30592.0,195.0,2777.6666666666665
0.1,0.045,3,1,185.33333333333334,31720.333333333332,192.0,2853.6666666666665
0.1,0.045,3,2,188.0,32414.666666666668,189.0,2929.6666666666665
0.1,0.045,3,3,185.33333333333334,31284.666666666668,189.0,2824.3333333333335
0.1,0.045,3,4,184.33333333333334,29832.0,188.0,2732.3333333333335
0.1,0.045,4,0,185.0,31106.333333333332,193.66666666666666,2829.0
0.1,0.045,4,1,186.66666666666666,33012.666666666664,190.0,3017.0
0.1,0.045,4,2,182.66666666666666,30599.0,194.0,2807.3333333333335
0.1,0.045,4,3,188.33333333333334,31945.0,190.33333333333334,2894.6666666666665
0.1,0.045,4,4,184.66666666666666,30156.333333333332,188.0,2708.3333333333335
0.1,0.045,5,0,186.33333333333334,30610.666666666668,188.66666666666666,2773.6666666666665
0.1,0.045,5,1,186.0,34718.666666666664,194.66666666666666,3113.0
0.1,0.045,5,2,189.33333333333334,30475.333333333332,190.0,2790.0
0.1,0.045,5,3,187.66666666666666,31236.333333333332,188.33333333333334,2827.6666666666665
0.1,0.045,5,4,183.0,30233.666666666668,188.0,2709.0
0.1,0.05,1,0,180.66666666666666,32108.333333333332,196.66666666666666,2910.0
0.1,0.05,1,1,183.66666666666666,28303.333333333332,194.0,2546.6666666666665
0.1,0.05,1,2,181.66666666666666,28310.333333333332,191.0,2552.3333333333335
0.1,0.05,1,3,187.66666666666666,32893.333333333336,192.66666666666666,3026.6666666666665
0.1,0.05,1,4,184.33333333333334,28174.333333333332,192.66666666666666,2552.6666666666665
0.1,0.05,2,0,187.66666666666666,30261.333333333332,192.33333333333334,2771.3333333333335
0.1,0.05,2,1,183.33333333333334,28132.0,195.33333333333334,2552.6666666666665
0.1,0.05,2,2,184.0,28993.666666666668,192.0,2624.3333333333335
0.1,0.05,2,3,184.66666666666666,29051.666666666668,191.33333333333334,2597.0
0.1,0.05,2,4,185.0,27409.666666666668,192.33333333333334,2472.6666666666665
0.1,0.05,3,0,189.0,28913.333333333332,193.33333333333334,2651.3333333333335
0.1,0.05,3,1,189.33333333333334,29674.0,193.66666666666666,2711.3333333333335
0.1,0.05,3,2,187.0,29488.333333333332,189.66666666666666,2630.6666666666665
0.1,0.05,3,3,183.66666666666666,25832.333333333332,192.66666666666666,2330.6666666666665
0.1,0.05,3,4,186.0,29602.333333333332,189.0,2699.3333333333335
0.1,0.05,4,0,187.0,28561.0,194.0,2551.6666666666665
0.1,0.05,4,1,186.0,28578.333333333332,193.0,2617.3333333333335
0.1,0.05,4,2,182.33333333333334,30480.0,191.0,2737.0
0.1,0.05,4,3,182.0,26147.666666666668,188.66666666666666,2390.0
0.1,0.05,4,4,183.0,28834.0,196.0,2598.0
0.1,0.05,5,0,181.66666666666666,30546.666666666668,192.0,2757.0
0.1,0.05,5,1,185.33333333333334,28640.666666666668,194.33333333333334,2584.6666666666665
0.1,0.05,5,2,186.33333333333334,29460.666666666668,190.66666666666666,2670.3333333333335
0.1,0.05,5,3,187.33333333333334,28539.0,187.66666666666666,2624.0
0.1,0.05,5,4,187.33333333333334,28415.0,188.0,2535.3333333333335
0.1,0.055,1,0,182.66666666666666,26754.0,196.66666666666666,2475.3333333333335
0.1,0.055,1,1,184.33333333333334,28148.333333333332,194.33333333333334,2542.3333333333335
0.1,0.055,1,2,184.66666666666666,28632.666666666668,194.0,2598.3333333333335
0.1,0.055,1,3,182.66666666666666,28124.333333333332,194.33333333333334,2529.6666666666665
0.1,0.055,1,4,188.33333333333334,26986.666666666668,190.66666666666666,2463.0
0.1,0.055,2,0,177.66666666666666,27288.333333333332,196.33333333333334,2481.3333333333335
0.1,0.055,2,1,177.0,23873.0,193.33333333333334,2148.6666666666665
0.1,0.055,2,2,184.0,26959.666666666668,192.33333333333334,2467.6666666666665
0.1,0.055,2,3,181.0,26475.0,194.33333333333334,2326.0
0.1,0.055,2,4,183.0,25218.0,188.66666666666666,2312.3333333333335
0.1,0.055,3,0,181.0,24627.333333333332,193.66666666666666,2220.6666666666665
0.1,0.055,3,1,187.0,27947.666666666668,195.33333333333334,2570.6666666666665
0.1,0.055,3,2,184.0,26037.666666666668,191.66666666666666,2332.0
0.1,0.055,3,3,185.33333333333334,27270.333333333332,195.0,2462.3333333333335
0.1,0.055,3,4,176.0,23508.333333333332,188.0,2133.3333333333335
0.1,0.055,4,0,182.33333333333334,27624.666666666668,191.33333333333334,2496.3333333333335
0.1,0.055,4,1,184.0,27733.0,190.0,2517.6666666666665
0.1,0.055,4,2,182.0,24885.666666666668,189.66666666666666,2284.0
0.1,0.055,4,3,185.33333333333334,25204.333333333332,190.66666666666666,2263.0
0.1,0.055,4,4,185.0,25414.666666666668,191.0,2311.3333333333335
0.1,0.055,5,0,182.66666666666666,24475.666666666668,188.33333333333334,2228.0
0.1,0.055,5,1,185.66666666666666,25350.666666666668,190.0,2324.6666666666665
0.1,0.055,5,2,174.0,23852.0,190.33333333333334,2128.0
0.1,0.055,5,3,186.0,25153.666666666668,191.33333333333334,2280.3333333333335
0.1,0.055,5,4,182.66666666666666,24366.333333333332,188.33333333333334,2204.3333333333335
0.1,0.06,1,0,185.0,26373.0,197.66666666666666,2429.3333333333335
0.1,0.06,1,1,183.0,24816.333333333332,196.0,2265.6666666666665
0.1,0.06,1,2,185.66666666666666,26082.666666666668,195.0,2359.3333333333335
0.1,0.06,1,3,177.66666666666666,23526.666666666668,195.66666666666666,2139.3333333333335
0.1,0.06,1,4,186.0,22650.333333333332,196.0,2083.0
0.1,0.06,2,0,179.0,22885.0,196.33333333333334,2124.6666666666665
0.1,0.06,2,1,181.33333333333334,25497.666666666668,191.33333333333334,2333.6666666666665
0.1,0.06,2,2,182.33333333333334,24916.666666666668,193.66666666666666,2271.6666666666665
0.1,0.06,2,3,188.0,24027.0,193.33333333333334,2183.6666666666665
0.1,0.06,2,4,178.33333333333334,21176.333333333332,192.0,1899.6666666666667
0.1,0.06,3,0,182.66666666666666,25624.0,194.0,2332.3333333333335
0.1,0.06,3,1,181.66666666666666,24703.0,194.0,2218.6666666666665
0.1,0.06,3,2,182.66666666666666,24071.666666666668,191.66666666666666,2198.6666666666665
0.1,0.06,3,3,179.0,22146.333333333332,190.33333333333334,2027.0
0.1,0.06,3,4,179.33333333333334,22961.333333333332,190.0,2075.6666666666665
0.1,0.06,4,0,179.33333333333334,23317.666666666668,191.0,2108.3333333333335
0.1,0.06,4,1,185.33333333333334,24642.0,190.33333333333334,2238.3333333333335
0.1,0.06,4,2,177.33333333333334,22729.666666666668,191.0,2064.0
0.1,0.06,4,3,178.0,22079.0,196.33333333333334,1996.3333333333333
0.1,0.06,4,4,186.66666666666666,24684.0,190.66666666666666,2227.6666666666665
0.1,0.06,5,0,183.33333333333334,23607.0,191.66666666666666,2119.0
0.1,0.06,5,1,179.0,25016.0,193.33333333333334,2252.6666666666665
0.1,0.06,5,2,179.66666666666666,22108.0,193.33333333333334,1994.3333333333333
0.1,0.06,5,3,185.0,22260.0,191.66666666666666,2014.6666666666667
0.1,0.06,5,4,179.66666666666666,21143.0,193.66666666666666,1932.3333333333333
0.15,0.01,1,0,197.0,116583.66666666667,191.66666666666666,15157.333333333334
0.15,0.01,1,1,197.0,106007.66666666667,190.33333333333334,13736.333333333334
0.15,0.01,1,2,198.0,113014.66666666667,187.66666666666666,14696.0
0.15,0.01,1,3,198.33333333333334,109142.66666666667,187.0,14138.666666666666
0.15,0.01,1,4,196.66666666666666,107468.66666666667,184.66666666666666,14064.333333333334
0.15,0.01,2,0,196.33333333333334,111391.33333333333,188.0,14443.666666666666
0.15,0.01,2,1,199.0,110778.66666666667,184.33333333333334,14396.666666666666
0.15,0.01,2,2,198.0,111832.33333333333,185.33333333333334,14580.333333333334
0.15,0.01,2,3,196.66666666666666,111002.0,184.0,14500.333333333334
0.15,0.01,2,4,194.66666666666666,108486.33333333333,184.0,14041.333333333334
0.15,0.01,3,0,197.66666666666666,114958.66666666667,186.66666666666666,14996.0
0.15,0.01,3,1,193.66666666666666,107302.66666666667,186.66666666666666,13958.0
0.15,0.01,3,2,198.33333333333334,104236.66666666667,187.33333333333334,13577.0
0.15,0.01,3,3,195.66666666666666,102102.33333333333,184.66666666666666,13235.333333333334
0.15,0.01,3,4,198.0,103418.0,184.33333333333334,13442.666666666666
0.15,0.01,4,0,195.33333333333334,94988.33333333333,187.33333333333334,12293.666666666666
0.15,0.01,4,1,198.33333333333334,105205.33333333333,185.33333333333334,13754.666666666666
0.15,0.01,4,2,197.33333333333334,100249.66666666667,182.33333333333334,13031.0
0.15,0.01,4,3,197.0,106357.66666666667,183.33333333333334,13722.666666666666
0.15,0.01,4,4,194.33333333333334,91922.66666666667,180.0,11985.666666666666
0.15,0.01,5,0,196.33333333333334,104871.0,184.33333333333334,13578.333333333334
0.15,0.01,5,1,196.33333333333334,101020.66666666667,186.66666666666666,13090.0
0.15,0.01,5,2,196.0,103431.33333333333,181.66666666666666,13477.0
0.15,0.01,5,3,196.33333333333334,90974.0,182.0,11834.666666666666
0.15,0.01,5,4,196.33333333333334,96562.66666666667,176.66666666666666,12546.333333333334
0.15,0.015,1,0,193.66666666666666,72778.66666666667,192.0,9510.666666666666
0.15,0.015,1,1,195.0,71631.0,188.0,9292.333333333334
0.15,0.015,1,2,196.33333333333334,68830.33333333333,189.0,9086.333333333334
0.15,0.015,1,3,196.0,70379.66666666667,188.33333333333334,9161.666666666666
0.15,0.015,1,4,194.0,71970.66666666667,188.0,9418.666666666666
0.15,0.015,2,0,196.0,76220.33333333333,189.66666666666666,9951.333333333334
0.15,0.015,2,1,196.33333333333334,65830.0,190.0,8562.666666666666
0.15,0.015,2,2,193.66666666666666,69000.0,187.33333333333334,9011.666666666666
0.15,0.015,2,3,194.66666666666666,72031.33333333333,186.66666666666666,9393.666666666666
0.15,0.015,2,4,198.0,68932.66666666667,189.66666666666666,8894.0
0.15,0.015,3,0,194.66666666666666,75378.66666666667,191.33333333333334,9796.0
0.15,0.015,3,1,196.66666666666666,68864.0,188.66666666666666,9014.666666666666
0.15,0.015,3,2,197.33333333333334,69443.66666666667,186.0,9048.0
0.15,0.015,3,3,195.0,67085.33333333333,184.66666666666666,8741.666666666666
0.15,0.015,3,4,196.33333333333334,72397.66666666667,182.33333333333334,9359.666666666666
0.15,0.015,4,0,195.66666666666666,67955.66666666667,187.33333333333334,8793.666666666666
0.15,0.015,4,1,195.0,67806.66666666667,185.66666666666666,8748.0
0.15,0.015,4,2,194.66666666666666,66673.33333333333,183.0,8660.0
0.15,0.015,4,3,196.0,73351.0,185.0,9438.666666666666
0.15,0.015,4,4,194.0,67514.66666666667,181.0,8696.0
0.15,0.015,5,0,194.0,65567.0,185.66666666666666,8649.0
0.15,0.015,5,1,196.66666666666666,70530.33333333333,185.33333333333334,9178.333333333334
0.15,0.015,5,2,195.0,64867.0,184.33333333333334,8376.666666666666
0.15,0.015,5,3,195.33333333333334,65278.333333333336,180.66666666666666,8570.0
0.15,0.015,5,4,195.33333333333334,63931.666666666664,182.33333333333334,8198.0
0.15,0.02,1,0,194.66666666666666,55184.333333333336,194.0,7221.0
0.15,0.02,1,1,189.66666666666666,50874.333333333336,192.66666666666666,6581.0
0.15,0.02,1,2,192.66666666666666,49373.666666666664,190.33333333333334,6451.666666666667
0.15,0.02,1,3,193.0,55424.333333333336,187.66666666666666,7198.666666666667
0.15,0.02,1,4,191.66666666666666,52299.0,189.0,6799.0
0.15,0.02,2,0,194.33333333333334,55054.666666666664,192.66666666666666,7143.666666666667
0.15,0.02,2,1,193.0,56453.666666666664,188.66666666666666,7257.666666666667
0.15,0.02,2,2,193.33333333333334,48355.0,188.0,6282.333333333333
0.15,0.02,2,3,193.0,53325.0,188.0,6893.0
0.15,0.02,2,4,194.33333333333334,50390.666666666664,185.0,6564.333333333333
0.15,0.02,3,0,194.66666666666666,56519.0,189.0,7321.666666666667
0.15,0.02,3,1,191.66666666666666,54937.0,187.66666666666666,7154.0
0.15,0.02,3,2,191.0,50258.666666666664,186.33333333333334,6508.666666666667
0.15,0.02,3,3,193.66666666666666,50329.333333333336,187.66666666666666,6482.666666666667
0.15,0.02,3,4,194.33333333333334,54286.0,186.0,6972.0
0.15,0.02,4,0,194.66666666666666,54347.666666666664,186.0,7033.333333333333
0.15,0.02,4,1,192.66666666666666,53832.0,187.0,7044.333333333333
0.15,0.02,4,2,193.0,49767.333333333336,186.33333333333334,6479.0
0.15,0.02,4,3,190.66666666666666,49127.666666666664,188.33333333333334,6330.333333333333
0.15,0.02,4,4,195.0,52916.0,182.66666666666666,6823.333333333333
0.15,0.02,5,0,195.0,50672.333333333336,184.66666666666666,6682.666666666667
0.15,0.02,5,1,194.33333333333334,48619.666666666664,181.66666666666666,6366.666666666667
0.15,0.02,5,2,193.0,52353.333333333336,184.33333333333334,6856.666666666667
0.15,0.02,5,3,195.33333333333334,49681.0,184.66666666666666,6470.666666666667
0.15,0.02,5,4,194.66666666666666,51375.666666666664,184.33333333333334,6694.0
